Epoch	AvgRewardsLast100Ep	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
714	23.04949951171875	26.7225	8.614471	39.39	15.12	1000.0	0.9905094	0.05541907	1.0	0.45834965	2860000	-1.4901161e-08	3.4501624	-0.00714543	-0.0043097436	0.066447675	0.02075546	0.14925	4.0	2863.6642479896545
715	23.0177001953125	17.994999	9.916401	27.279999	1.43	1000.0	0.8599297	0.24725458	1.0	0.23875006	2864000	-2.9802322e-08	1.4576793	-0.0070375223	-0.017319418	0.06598042	0.016496966	0.14025	4.0	2867.9766631126404
716	22.981300354003906	24.2175	4.636649	30.869999	18.42	1000.0	0.9646228	0.12529892	1.0	0.23412035	2868000	4.0978193e-08	2.6601534	-0.013368405	-0.02693446	0.06571106	0.016878732	0.15024999	7.0	2872.2627379894257
717	22.979175567626953	23.08	2.5546913	26.55	20.42	1000.0	0.9969686	0.019295728	1.0	0.72943723	2872000	0.0	2.210127	-0.010117637	-0.013496876	0.065410845	0.016062256	0.15275	5.0	2876.703264951706
718	22.96507453918457	21.337498	3.9476914	26.98	16.39	1000.0	0.9501062	0.1461847	1.0	0.19791554	2876000	-4.4703484e-08	1.8198087	-0.0102775805	-0.020455927	0.065194234	0.017517734	0.15175	5.0	2881.1103649139404
719	22.977249145507812	24.2475	4.0690136	29.48	18.539999	1000.0	0.99872756	0.02005456	1.0	0.38916188	2880000	5.5879354e-08	2.2060487	-0.018653749	-0.00053301454	0.0648885	0.016503574	0.152	9.0	2885.2163269519806
720	23.062149047851562	25.435	1.9020188	28.67	23.91	1000.0	0.99837327	0.019847741	1.0	0.5153291	2884000	3.7252903e-08	2.5215206	-0.022656256	-0.0020056367	0.06377896	0.015448618	0.164	12.0	2889.303864955902
721	23.110925674438477	25.107498	2.2732062	27.939999	22.0	1000.0	0.9980543	0.023549123	1.0	0.4545297	2888000	-5.6810677e-08	2.7834811	-0.020721626	-0.004923731	0.06355602	0.016415229	0.1455	11.0	2893.2981309890747
722	23.112524032592773	24.7975	1.1298757	26.34	23.48	1000.0	0.99999696	6.288946e-06	1.0	0.99990356	2892000	8.940697e-08	2.6437528	-0.012668281	-5.9604645e-08	0.06419943	0.016554492	0.14649999	6.0	2897.317242860794
723	23.10967445373535	23.0325	4.6547146	27.82	15.38	1000.0	0.9999976	3.3491258e-06	1.0	0.9999655	2896000	2.9802322e-08	1.8816384	-0.013376847	-1.4901161e-08	0.06411241	0.015727237	0.15450001	6.0	2901.416738986969
724	23.112548828125	22.002499	4.723539	28.73	15.4	1000.0	0.9834576	0.073224224	1.0	0.50160474	2900000	1.1594966e-07	2.1401143	-0.007379765	-0.03697571	0.06357172	0.017162358	0.14725	4.0	2905.510598897934
725	23.149024963378906	22.965	2.4456542	26.81	20.16	1000.0	0.9999312	0.0007563449	1.0	0.97683984	2904000	-1.2293458e-07	1.8548365	-0.020104341	-7.56681e-05	0.06319245	0.015640862	0.1565	10.0	2909.854740858078
726	23.158849716186523	25.592499	2.2080686	27.92	22.41	1000.0	0.99798477	0.017940357	1.0	0.5139083	2908000	0.0	2.5487037	-0.014598635	-0.0026124716	0.0621418	0.016748982	0.15075001	6.0	2913.9687600135803
727	23.065298080444336	16.3975	5.5282335	24.699999	9.849999	1000.0	0.9561171	0.14155442	1.0	0.22911881	2912000	-7.450581e-09	0.9217178	-0.012155302	-0.035612434	0.06182181	0.015587592	0.16975	6.0	2918.2616279125214
728	23.1008243560791	24.289999	2.948076	27.93	21.06	1000.0	0.9894071	0.077260345	1.0	0.10004639	2916000	-1.8626451e-08	2.5747023	-0.01753018	-0.013068646	0.061560974	0.01661031	0.133	9.0	2922.468773841858
729	23.070974349975586	19.4	8.852014	27.25	4.96	1000.0	0.8325984	0.22882135	1.0	0.25613463	2920000	-7.450581e-09	2.17281	-0.0054718303	-0.02027978	0.06140316	0.01609034	0.13475001	3.0	2926.5232808589935
730	23.125398635864258	25.9875	4.7294364	30.779999	18.13	1000.0	0.9810265	0.085710794	1.0	0.29238862	2924000	-1.4901161e-08	2.9476123	-0.009366302	-0.012950584	0.06147576	0.015710011	0.17725	6.0	2930.6401419639587
731	23.168975830078125	26.887499	5.735984	36.649998	21.9	1000.0	0.99999845	3.465181e-06	1.0	0.99991024	2928000	-1.4901161e-08	3.0546703	-0.017569724	-8.940697e-08	0.06164679	0.01528564	0.11975	10.0	2934.7538628578186
732	23.238849639892578	21.914999	4.5595202	27.08	16.199999	1000.0	0.99999815	4.123937e-06	1.0	0.99980646	2932000	3.7252903e-08	1.724201	-0.019256286	-1.1920929e-07	0.061316106	0.01677361	0.18900001	10.0	2938.769432067871
733	23.258798599243164	25.342499	2.729454	28.859999	21.449999	1000.0	0.99999815	3.6396896e-06	1.0	0.9999551	2936000	-3.3527613e-08	2.2607498	-0.007302901	0.0	0.06084169	0.0151016535	0.12525	4.0	2943.011171102524
734	23.253299713134766	23.037498	4.169769	27.47	18.13	1000.0	0.99989736	0.0014334201	1.0	0.95154667	2940000	7.4505806e-08	2.4601898	-0.008300874	-0.010822013	0.060585797	0.015305427	0.16800001	6.0	2947.3362469673157
735	23.310375213623047	24.49	3.555397	29.81	19.84	1000.0	0.9999961	8.1103535e-06	1.0	0.9997461	2944000	-1.0430813e-07	2.3628972	-0.01670006	-2.0861626e-07	0.059953924	0.01706045	0.13125	9.0	2951.41903591156
736	23.242900848388672	15.535	9.515132	25.67	5.62	1000.0	0.96956605	0.100124314	1.0	0.21037534	2948000	0.0	1.1732498	-0.016561553	-0.080815084	0.059287976	0.0160712	0.16325	8.0	2955.63502907753
737	23.208200454711914	24.107498	1.8868409	26.119999	21.039999	1000.0	0.98980176	0.06850328	1.0	0.22329302	2952000	1.1175871e-08	2.1003623	-0.011380032	-0.012252986	0.059162445	0.017662331	0.1795	6.0	2959.707804918289
738	23.252750396728516	24.915	2.6339843	28.26	22.02	1000.0	0.9999983	1.930596e-06	1.0	0.9999739	2956000	-3.7252903e-08	2.1424704	-0.016770896	-2.9802322e-08	0.05879932	0.01505546	0.1265	8.0	2964.046926021576
739	23.269275665283203	24.1	2.6493676	26.74	19.85	1000.0	0.9829913	0.059786756	1.0	0.6252564	2960000	-9.685755e-08	2.5411568	-0.005149808	-0.005401343	0.058422253	0.018396692	0.16600001	4.0	2968.1811010837555
740	23.303998947143555	29.3875	5.883903	34.69	19.76	1000.0	0.9929132	0.052924354	1.0	0.4342955	2964000	5.9604645e-08	4.1854587	-0.015944552	-0.0016302168	0.058206435	0.019400483	0.14074999	8.0	2972.377333879471
741	23.31137466430664	23.835	3.3032446	26.32	18.15	1000.0	0.99999714	7.5759076e-06	1.0	0.99972796	2968000	-7.450581e-09	2.0624762	-0.015262069	-1.1920929e-07	0.057668243	0.015933523	0.136	8.0	2976.4981451034546
742	23.253299713134766	20.519999	5.5698066	26.599998	14.46	1000.0	0.98425734	0.08288486	1.0	0.22033168	2972000	-2.2351742e-08	1.9826916	-0.012838781	-0.0026911944	0.057692505	0.01718099	0.12475	8.0	2980.7169620990753
743	23.295425415039062	25.0825	4.484838	32.07	19.71	1000.0	0.9943875	0.036205623	1.0	0.55868995	2976000	-7.0780516e-08	3.0630252	-0.005166204	-0.0020852983	0.057995345	0.0151809	0.1615	3.0	2984.9051389694214
744	23.322547912597656	24.7775	1.8401277	27.15	22.029999	1000.0	0.99999195	0.00011164036	1.0	0.99559414	2980000	1.8626451e-08	2.6065006	-0.025435306	-5.9604645e-07	0.057884853	0.01606815	0.1805	14.0	2988.909101963043
745	23.387100219726562	25.595	2.0772636	28.529999	22.72	1000.0	0.9999988	1.8339847e-06	1.0	0.99996686	2984000	-8.381903e-09	2.4350188	-0.019668229	0.0	0.055425156	0.015044572	0.14124998	11.0	2993.0310530662537
746	23.39739990234375	25.2475	0.8178132	26.4	24.09	1000.0	0.99999857	1.4540501e-06	1.0	0.99999225	2988000	-2.7939677e-08	2.3589106	-0.007171966	-1.1920929e-07	0.053790435	0.017804446	0.13	3.0	2997.3638348579407
747	23.379024505615234	23.494999	3.7664204	26.38	17.09	1000.0	0.99990493	0.0021011708	1.0	0.924293	2992000	7.450581e-09	2.3979506	-0.0059867054	-0.0005864948	0.053591873	0.016223636	0.15575	4.0	3001.5801877975464
748	23.375173568725586	24.1475	2.6206713	28.289999	21.24	1000.0	0.9999967	4.3053977e-05	1.0	0.9980333	2996000	4.4703484e-08	2.2238662	-0.015086702	-5.9604645e-07	0.053406987	0.016437164	0.129	9.0	3005.7414889335632
749	23.37412452697754	23.0125	3.7585993	27.25	17.08	1000.0	0.99999636	4.6624067e-05	1.0	0.9983308	3000000	-7.450581e-09	1.9739206	-0.014832133	-7.4505806e-08	0.053315636	0.016840737	0.1655	7.0	3009.8029890060425
750	23.435274124145508	31.005	5.1134357	39.41	25.92	1000.0	0.9902092	0.05809531	1.0	0.44370535	3004000	2.2351742e-08	4.748439	-0.018388769	-0.0051369667	0.053521287	0.015299685	0.12275	12.0	3013.823051929474
751	23.392200469970703	24.6725	1.9727815	27.029999	21.66	1000.0	0.9999972	3.218155e-06	1.0	0.9999608	3008000	-4.4703484e-08	2.2611609	-0.024285212	-2.9802322e-07	0.054201063	0.016064936	0.15574999	13.0	3017.7584569454193
752	23.41659927368164	25.039999	2.073487	27.71	22.35	1000.0	0.9999967	6.469076e-06	1.0	0.9999084	3012000	-7.450581e-09	2.3858495	-0.018891126	-3.5762787e-07	0.054089338	0.015929956	0.13925	9.0	3021.663157939911
753	23.432750701904297	27.8175	1.2551368	28.97	25.92	1000.0	0.9999973	2.679078e-06	0.9999999	0.99998647	3016000	-6.891787e-08	3.0273912	-0.02051397	-3.5762787e-07	0.05374471	0.015972842	0.14775	11.0	3025.5605838298798
754	23.386749267578125	18.8325	7.244161	26.24	11.19	1000.0	0.9986984	0.013337236	1.0	0.6851972	3020000	2.9802322e-08	1.6370876	-0.018760182	-0.00044572912	0.053063035	0.015485118	0.124749996	9.0	3029.365597009659
755	23.407224655151367	22.9	6.9897175	29.75	11.28	1000.0	0.9988943	0.009061598	1.0	0.7799714	3024000	-3.7252903e-08	2.2526522	-0.0085358005	-0.00033616833	0.05260345	0.018357135	0.14975001	5.0	3033.3490159511566
756	23.495649337768555	27.42	1.1865709	28.24	25.369999	1000.0	0.9988102	0.010997177	1.0	0.7989718	3028000	-6.3329935e-08	3.12448	-0.023264293	-0.0016531944	0.05235561	0.016041923	0.16325	13.0	3037.6779210567474
757	23.51322364807129	23.2075	7.739642	29.279999	9.96	1000.0	0.92842364	0.13614266	0.9999999	0.37570345	3032000	-2.9802322e-08	2.4878888	-0.0100047365	-0.016874574	0.052233443	0.016679818	0.16925001	6.0	3041.9653067588806
758	23.572673797607422	26.71	1.101295	27.99	25.4	1000.0	0.9999986	1.2203922e-06	1.0	0.9999943	3036000	-1.4528632e-07	2.7611399	-0.017608337	3.5762787e-07	0.05198979	0.015997328	0.13025	10.0	3046.200031042099
759	23.6408748626709	27.9075	2.1572828	30.67	24.64	1000.0	0.9969352	0.023127487	1.0	0.7262842	3040000	6.7055225e-08	3.2303429	-0.013906138	-0.0033419132	0.051507097	0.016877104	0.18	7.0	3050.376400947571
760	23.7101993560791	30.784998	4.9725866	39.219997	26.789999	1000.0	0.9999989	1.4439418e-06	1.0	0.99999195	3044000	-1.8626451e-07	4.205543	-0.021875672	2.9802322e-07	0.05122497	0.016472504	0.13749999	17.0	3054.695499897003
761	23.731426239013672	25.027498	1.5513924	27.63	23.75	1000.0	0.9980982	0.019797925	1.0	0.6340058	3048000	8.754432e-08	2.2512894	-0.019748475	-0.0013148487	0.052227043	0.01537953	0.114	9.0	3059.014132976532
762	23.73172378540039	20.71	4.424534	25.74	13.679999	1000.0	0.99999785	4.992783e-06	1.0	0.99980366	3052000	-8.940697e-08	1.4923275	-0.010040301	-2.2351742e-08	0.05298281	0.015168551	0.1295	6.0	3063.2213480472565
763	23.717924118041992	22.442501	3.3347514	26.63	17.41	1000.0	0.9981576	0.015730873	1.0	0.64216805	3056000	7.450581e-09	1.9130955	-0.018155793	-0.00024202466	0.05329626	0.015228259	0.105749995	9.0	3067.5030319690704
764	23.785324096679688	28.9875	1.3488026	30.96	27.15	1000.0	0.9922583	0.055658024	1.0	0.45843774	3060000	-7.4505806e-08	3.4905806	-0.011621052	-0.0027616024	0.05231646	0.015114481	0.13575	6.0	3071.6393189430237
765	23.762924194335938	25.157497	5.9191356	29.619999	14.969999	1000.0	0.99880236	0.0076584877	1.0	0.8933333	3064000	-8.940697e-08	2.9229512	-0.01570721	-0.013842158	0.051541813	0.01626153	0.14074999	7.0	3075.9086508750916
766	23.75979995727539	23.9175	2.8764763	26.72	19.1	1000.0	0.99573743	0.031620055	1.0	0.60868853	3068000	0.0	2.1265376	-0.019463073	-0.003178507	0.05061513	0.015175696	0.148	10.0	3079.9872930049896
767	23.700023651123047	20.539999	4.2366614	25.89	15.03	1000.0	0.98926294	0.06561929	1.0	0.43281648	3072000	4.0978193e-08	1.5038185	-0.01618319	-0.0126664415	0.049667846	0.015742797	0.1315	8.0	3084.064616918564
768	23.70067596435547	23.8325	2.321168	27.16	21.15	1000.0	0.9999991	1.2701787e-06	1.0	0.9999878	3076000	5.9604645e-08	1.9842751	-0.01499787	0.0	0.049339034	0.017146451	0.16375001	8.0	3088.172295808792
769	23.658226013183594	21.535	5.5269046	25.96	12.16	1000.0	0.9999979	2.215996e-05	1.0	0.99897975	3080000	7.4505806e-08	1.8099873	-0.014534775	-9.563193e-05	0.049175095	0.016178258	0.14675	7.0	3092.360676050186
770	23.69070053100586	26.41	6.099639	35.53	19.77	1000.0	0.99998814	0.0002123538	1.0	0.9883028	3084000	5.9604645e-08	3.1661572	-0.01236804	-2.1666288e-05	0.049130738	0.01681366	0.13225001	7.0	3096.3507289886475
771	23.660749435424805	19.849998	5.4947114	27.91	12.639999	1000.0	0.99999565	7.7257966e-05	1.0	0.9959708	3088000	-4.0978193e-08	1.2695652	-0.026369892	-7.9348683e-07	0.049037702	0.016102936	0.14775	17.0	3100.4367060661316
772	23.664424896240234	24.145	5.270059	27.88	15.07	1000.0	0.99847305	0.0053020585	1.0	0.9604978	3092000	-1.4901161e-08	2.763879	-0.014294762	-0.01863709	0.048060004	0.016552553	0.14299999	8.0	3104.6522710323334
773	23.678123474121094	21.7375	1.8849056	23.66	18.65	1000.0	0.99999213	1.2767136e-05	1.0	0.9999233	3096000	5.2154064e-08	1.561588	-0.02302837	-8.940697e-07	0.047292795	0.015547061	0.13975	14.0	3108.7550089359283
774	23.600200653076172	24.662498	5.5417204	31.05	17.25	1000.0	0.9876915	0.07179997	1.0	0.37142584	3100000	2.9802322e-08	2.6573386	-0.017061178	-0.002336368	0.04644149	0.015187871	0.14375	10.0	3112.9653780460358
775	23.604625701904297	23.2125	3.7461076	28.75	18.23	1000.0	0.96905667	0.11421881	1.0	0.3563567	3104000	-8.568168e-08	2.2801464	-0.014177719	-0.006043136	0.04618633	0.016067069	0.15525001	8.0	3117.005588054657
776	23.61572265625	22.785	4.485836	27.05	15.259999	1000.0	0.9890263	0.056552373	1.0	0.46802482	3108000	2.2351742e-08	2.1928098	-0.008998752	-0.012816459	0.0461309	0.015189907	0.13375	5.0	3120.9630677700043
777	23.615549087524414	21.32	7.9789257	29.01	8.19	1000.0	0.8556466	0.29817504	1.0	-0.1532194	3112000	1.0803342e-07	2.1323261	-0.020271968	-0.020772055	0.045810767	0.015589933	0.13599999	11.0	3125.039298057556
778	23.633323669433594	23.9225	4.3923025	28.42	18.619999	1000.0	0.96154565	0.13521388	1.0	0.1510052	3116000	1.4901161e-08	2.5121274	-0.015359499	-0.025849149	0.045635957	0.015781654	0.134	9.0	3128.9216299057007
779	23.594249725341797	18.125	9.538193	28.08	4.06	1000.0	0.9973307	0.007314402	1.0	0.9358994	3120000	3.7252903e-08	1.5225673	-0.0151323825	-0.12028338	0.04583537	0.015616108	0.1415	9.0	3133.0163078308105
780	23.60894775390625	23.595	4.6861362	28.449999	16.609999	1000.0	0.9999952	3.3140004e-05	1.0	0.9984784	3124000	-1.4901161e-08	2.0346336	-0.009322178	-1.3709068e-06	0.046185266	0.016798576	0.114	3.0	3136.9751727581024
781	23.6518497467041	24.7425	1.1724418	26.43	23.119999	1000.0	0.990969	0.077439904	1.0	0.016214559	3128000	-2.0489097e-08	2.3560991	-0.014368969	-0.004179269	0.0463205	0.0154810725	0.15024999	8.0	3141.109664916992
782	23.683900833129883	25.105	4.7440777	28.64	16.96	1000.0	0.99549145	0.035751875	1.0	0.55894625	3132000	-2.9802322e-08	2.6739452	-0.012994766	-0.0017257482	0.046599664	0.016140431	0.1175	8.0	3145.0807831287384
783	23.691123962402344	24.2575	10.322941	39.39	12.96	1000.0	0.9999952	6.882109e-05	1.0	0.99792445	3136000	-4.4703484e-08	2.895025	-0.012077965	-5.9604645e-07	0.04739937	0.015058672	0.12674999	7.0	3149.0347278118134
784	23.73787498474121	26.057499	2.7273555	28.289999	21.529999	1000.0	0.98650306	0.05578305	1.0	0.59443134	3140000	-5.2154064e-08	3.036726	-0.012524578	-0.0048519075	0.048001256	0.015095556	0.106249996	6.0	3153.1041049957275
785	23.76344871520996	25.9525	2.1325266	27.66	22.31	1000.0	0.9766756	0.09263534	1.0	0.42040032	3144000	-2.2351742e-08	3.2759638	-0.009493435	-0.0064557195	0.048057344	0.01650969	0.15075	6.0	3157.317533969879
786	23.73907470703125	25.462498	2.2778323	27.38	21.689999	1000.0	0.9696708	0.119878024	1.0	0.28377444	3148000	-7.450581e-09	3.1644163	-0.008670706	-0.02167201	0.04766929	0.016449116	0.141	4.0	3161.478173017502
787	23.746074676513672	25.005	3.8880107	29.82	19.05	1000.0	0.98162156	0.082252644	1.0	0.3537513	3152000	-2.9802322e-08	3.0645008	-0.010552952	-0.0070711374	0.0473226	0.015861563	0.1205	6.0	3165.602777004242
788	23.683124542236328	17.307499	4.078035	24.14	13.49	1000.0	0.99999577	1.0268226e-05	1.0	0.9997968	3156000	-7.450581e-09	0.8332008	-0.009616071	1.4901161e-08	0.046938725	0.016075764	0.14324999	6.0	3169.836762905121
789	23.63494873046875	19.0675	3.2208416	24.59	16.82	1000.0	0.99999684	3.7181878e-06	1.0	0.9999725	3160000	0.0	0.99103034	-0.031031946	0.0	0.04670131	0.015222902	0.17549999	24.0	3174.0727319717407
790	23.69187355041504	26.349998	1.5323836	28.349998	24.05	1000.0	0.99937683	0.0067824284	1.0	0.7857019	3164000	-1.1175871e-08	2.9360604	-0.011631582	-0.0024847388	0.04654402	0.015351121	0.16624999	6.0	3178.1887538433075
791	23.70847511291504	23.5625	3.9433067	27.529999	17.05	1000.0	0.9997509	0.0055906735	1.0	0.739869	3168000	-7.450581e-09	2.1012259	-0.0113549	-0.00029946864	0.046648603	0.019074513	0.1645	6.0	3182.3696389198303
792	23.68072509765625	22.7675	7.2771745	29.09	10.38	1000.0	0.9999964	6.3415046e-06	1.0	0.9998766	3172000	-1.4901161e-08	2.1108816	-0.007894367	-4.0978193e-08	0.04645268	0.016246263	0.132	4.0	3186.461233854294
793	23.64437484741211	17.875	3.3274426	21.57	13.09	1000.0	0.9999965	4.488761e-06	1.0	0.9999215	3176000	1.1175871e-08	0.94105566	-0.0046357624	-4.4703484e-08	0.046145223	0.015574092	0.19125	3.0	3190.572191953659
794	23.629024505615234	21.994999	3.6866274	24.699999	15.67	1000.0	0.99999607	6.607275e-06	1.0	0.9999131	3180000	-7.450581e-09	1.6048427	-0.018512752	-1.1920929e-07	0.045881815	0.015297243	0.13275	11.0	3194.7409868240356
795	23.678998947143555	29.3	1.5502745	31.55	27.71	1000.0	0.9878879	0.08030781	1.0	0.1529591	3184000	3.7252903e-09	3.7328918	-0.008088971	-0.013694763	0.045377564	0.015446874	0.13949999	4.0	3198.8131980895996
796	23.66477394104004	22.24	4.4063873	29.25	17.06	1000.0	0.99994606	0.00055325753	1.0	0.9855329	3188000	-1.0803342e-07	2.178111	-0.008158039	-0.00023183227	0.045303915	0.015942432	0.14324999	4.0	3202.8710038661957
797	23.66914939880371	23.875	5.1989923	27.59	14.92	1000.0	0.9999921	0.00010472079	1.0	0.9954768	3192000	5.9604645e-08	2.1829903	-0.015513077	-3.1769276e-05	0.045310017	0.016550258	0.13975	8.0	3206.7898700237274
798	23.613174438476562	21.66	5.070419	28.619999	14.309999	1000.0	0.998311	0.010810061	1.0	0.8574893	3196000	-3.3527613e-08	2.1505826	-0.009694882	-0.02169498	0.04558738	0.015360373	0.126	6.0	3211.033307790756
799	23.629573822021484	22.4575	5.4888086	29.42	14.809999	1000.0	0.9999965	6.2313416e-06	1.0	0.9998787	3200000	2.9802322e-08	2.0542502	-0.004124984	-2.8312206e-07	0.045546986	0.017461814	0.18825	3.0	3215.098180770874
800	23.6539249420166	26.842499	6.2608953	37.649998	22.8	1000.0	0.99812645	0.024869313	1.0	0.43805942	3204000	7.4505806e-08	3.2850213	-0.011851627	-0.0020826757	0.045418717	0.015521394	0.153	8.0	3219.372139930725
801	23.672449111938477	26.932499	3.2427871	30.96	22.039999	1000.0	0.9999978	6.5324716e-06	1.0	0.999842	3208000	5.2154064e-08	2.758833	-0.020123	-1.1920929e-07	0.045249492	0.017810116	0.1315	10.0	3223.5862667560577
802	23.731624603271484	26.5125	1.220684	28.31	24.939999	1000.0	0.98859817	0.056932908	1.0	0.51765347	3212000	9.685755e-08	2.9063747	-0.017490387	-0.0076416135	0.04432041	0.015937798	0.1665	9.0	3227.772911787033
803	23.749074935913086	27.192501	8.072232	39.43	17.21	1000.0	0.99502796	0.034036975	1.0	0.58871424	3216000	-4.4703484e-08	3.585242	-0.01297321	-0.0010372698	0.04393789	0.015334956	0.138	8.0	3232.1707940101624
804	23.798175811767578	24.6375	3.265236	26.849998	19.01	1000.0	0.999992	5.14066e-05	1.0	0.9988497	3220000	2.2351742e-08	2.1817672	-0.01422696	-1.6838312e-06	0.044541046	0.015611138	0.18525	8.0	3236.2510330677032
805	23.801498413085938	24.494999	3.163009	29.96	22.439999	1000.0	0.9971902	0.0223627	1.0	0.69382983	3224000	-1.4901161e-08	2.582891	-0.010370471	-0.0015028417	0.045599684	0.015591718	0.11175	5.0	3240.3559408187866
806	23.819923400878906	24.8875	3.6792014	28.51	18.789999	1000.0	0.98620254	0.06376775	1.0	0.49362984	3228000	4.4703484e-08	2.5770473	-0.01584462	-0.0023992509	0.04651263	0.01565551	0.12825	8.0	3244.4552149772644
807	23.869298934936523	26.822498	3.0229983	30.56	22.119999	1000.0	0.99995935	0.0008363608	1.0	0.966094	3232000	-1.3411045e-07	2.8506155	-0.00958435	-2.9206276e-05	0.04704901	0.015763566	0.1405	4.0	3248.4192781448364
808	23.865724563598633	23.6575	3.4407947	29.01	20.1	1000.0	0.9665187	0.09955589	1.0	0.43855467	3236000	3.3527613e-08	2.4204464	-0.010557211	-0.008050621	0.046771955	0.016767073	0.14500001	6.0	3252.477639913559
809	23.90847396850586	23.7675	5.042878	28.09	15.24	1000.0	0.99973106	0.004488693	1.0	0.7635962	3240000	-2.9802322e-08	2.258773	-0.0075101797	-0.00016051531	0.046462186	0.018372683	0.10425	3.0	3256.6873111724854
810	23.90432357788086	23.675	2.922794	27.73	20.84	1000.0	0.99999595	1.6161011e-05	1.0	0.9991893	3244000	1.4901161e-08	2.0835323	-0.015449051	-3.5762787e-07	0.04637192	0.015889902	0.16575	9.0	3260.8115310668945
811	23.947050094604492	25.58	2.907602	28.39	21.16	1000.0	0.9999974	4.959852e-06	1.0	0.99994814	3248000	-2.9802322e-08	2.5871134	-0.015379512	-1.7881393e-07	0.04633704	0.01559807	0.14025	8.0	3264.843386888504
812	23.931400299072266	24.0675	4.688477	30.529999	18.15	1000.0	0.9999577	0.0008119964	1.0	0.9513179	3252000	2.9802322e-08	2.2748528	-0.008760732	-2.0205975e-05	0.045883685	0.015089076	0.182	5.0	3269.062826871872
813	23.9666748046875	26.307499	7.3491573	39.03	21.83	1000.0	0.9999969	6.3275675e-06	1.0	0.9999367	3256000	1.6391277e-07	3.2663684	-0.012371525	-1.7881393e-07	0.045904677	0.016709225	0.15	6.0	3273.1453030109406
814	23.933950424194336	23.45	2.7858658	27.859999	20.449999	1000.0	0.9999771	0.00036280713	1.0	0.98549783	3260000	5.9604645e-08	2.0811555	-0.010022998	-1.21593475e-05	0.04616858	0.017569475	0.14125	6.0	3277.3432760238647
815	24.037599563598633	28.359999	1.806073	30.09	25.33	1000.0	0.9999981	2.4367541e-06	1.0	0.9999736	3264000	3.7252903e-09	3.2257054	-0.02185351	-5.9604645e-08	0.046198223	0.015741121	0.14525001	12.0	3281.6058139801025
816	23.994422912597656	19.9	3.3689318	24.75	15.23	1000.0	0.9770189	0.07120372	1.0	0.64308065	3268000	-5.9604645e-08	1.5853002	-0.01103909	-0.0027105883	0.046150528	0.015255926	0.12525	7.0	3285.8528640270233
817	24.005699157714844	24.2075	3.52214	28.84	20.08	1000.0	0.9998705	0.0026438471	1.0	0.87969184	3272000	5.2154064e-08	2.1570933	-0.017356776	-0.00021654367	0.04614401	0.015408045	0.17925	10.0	3289.834923028946
818	24.031375885009766	23.904999	3.9363022	27.17	17.39	1000.0	0.9999979	4.547229e-06	1.0	0.9999199	3276000	7.450581e-09	2.3569922	-0.017938912	-5.9604645e-08	0.04549204	0.0167771	0.14375001	10.0	3294.0190398693085
819	24.05644989013672	26.754997	6.890114	38.239998	20.119999	1000.0	0.9812007	0.061105557	1.0	0.58471364	3280000	-7.4505806e-08	3.5933309	-0.0078569725	-0.010319352	0.04388697	0.015113132	0.12125	4.0	3298.3091509342194
820	24.033950805664062	23.185	3.7988782	26.41	16.73	1000.0	0.9995527	0.0075770873	1.0	0.6753203	3284000	7.450581e-09	2.0522654	-0.021475462	-0.00038833916	0.04339476	0.016638972	0.1445	13.0	3302.2736110687256
821	23.99122428894043	20.835	5.180128	27.3	14.44	1000.0	0.9614791	0.13036998	1.0	0.17902417	3288000	4.4703484e-08	2.1203241	-0.006854292	-0.005106546	0.04084614	0.016468303	0.144	4.0	3306.2118520736694
822	24.034399032592773	29.115	5.099767	36.91	22.67	1000.0	0.9999979	3.3046238e-06	1.0	0.9999725	3292000	8.940697e-08	3.4436295	-0.031659283	0.0	0.0400359	0.01500869	0.1685	27.0	3310.356346845627
823	24.060073852539062	25.6	1.5396918	27.84	23.99	1000.0	0.9882043	0.06993037	1.0	0.29552588	3296000	-7.8231096e-08	2.6274266	-0.019985083	-0.0021933913	0.034640927	0.015185145	0.13800001	10.0	3314.3474650382996
824	24.10430145263672	26.425	2.3516955	30.099998	24.18	1000.0	0.9934416	0.038704444	1.0	0.6060037	3300000	-6.7055225e-08	2.987106	-0.016988304	-0.0025504231	0.032699842	0.015268022	0.16350001	8.0	3318.407159090042
825	24.122398376464844	24.775	5.3489366	30.939999	16.72	1000.0	0.97918993	0.11250937	1.0	0.13810481	3304000	0.0	2.778747	-0.021820256	-0.014384598	0.031759344	0.015157509	0.18875	11.0	3322.1865890026093
826	24.137725830078125	27.125	2.1042042	28.49	23.49	1000.0	0.9984475	0.017597508	1.0	0.4003625	3308000	-6.7055225e-08	2.9941952	-0.013432566	-0.0011690855	0.029706191	0.016088085	0.12575	7.0	3326.196974992752
827	24.20199966430664	22.824999	5.935261	29.439999	16.07	1000.0	0.99963796	0.007882411	1.0	0.74503785	3312000	5.9604645e-08	2.3944964	-0.0169776	-0.00033061206	0.028299198	0.015511152	0.115499996	11.0	3330.2699320316315
